ID	Disminucion	Ventas
2	2	84.452797
2	3	276.837223
1	2	7.642879
2	3	0.683222
2	3	266.128661
1	3	561.504309
2	1	527.76084
2	3	39.947836
2	3	34.510553
1	3	118.219505
1	3	124.508512
1	3	29.033997
2	3	112.660324
2	3	73.104215
1	3	181.341314
1	1	17.563149
2	2	11.57852
1	3	131.6358
2	3	12.369886
2	3	925.74478
1	2	33.821595
2	3	19.48907
2	3	15.812666
1	2	50.112915
2	3	320.181909
2	3	23.272639
1	2	322.913682
2	3	10.727441
1	1	241.223649
2	1	561.504309
2	2	83.236521
1	3	3844.11517
2	3	85.570396
2	3	3118.847124
2	3	33.743246
2	3	0.26656
2	1	0.930356
2	2	17.845632
2	2	0.434
1	2	72.171004
2	3	5.959998
2	2	5.959998
2	1	2.427006
2	2	23.307419
2	3	315.234764
2	3	81.426289
2	2	39.167357
2	3	49.949419
2	2	7.108885
2	3	60.367026
2	3	8.468757
2	3	2.728673
2	3	11.259065
2	3	0.40121
2	3	3.042966
2	3	13.432765
2	3	32.644994
2	3	2.403309
2	3	10.153085
2	3	3.818836
2	3	3.936719
2	3	0.022299
2	3	0.7054
2	3	27.339584
2	2	1.283367
2	3	1.778535
2	3	0.641636
2	3	19.607748
2	3	3.206925
1	3	112.660324
2	3	61.52862
2	2	8.020893
1	1	17.563149
1	3	219.291562
2	3	12.770587
1	3	276.837223
2	3	106.124301
2	3	1.974538
2	3	7.097846
2	2	11.111648
1	2	10.853941
1	3	14.041156
2	3	1.287582
2	3	278.958586
2	3	16.424943
2	3	13.289314
2	3	35.82704
1	3	9.566878
1	3	764.065391
1	3	37.847588
2	2	5.739165
2	2	137.249478
1	3	35.79332
2	3	11.727503
2	3	15.125263
1	2	764.065391
1	2	406.433323
1	3	30.757
1	3	5.124178
1	3	10.901755
1	3	18.027954
2	3	5.511457
2	3	1.065913
2	3	2.027834
2	3	9.818577
1	2	105.609048
2	2	1.281355
2	2	10.858158
1	3	37.609929
1	3	155.58199
1	3	9.396695
1	2	432.349136
1	3	140.890765
1	3	127.272999
2	3	132.383864
1	3	11.111648
2	3	5.964613
2	2	6.544624
2	3	7.744058
1	3	56.837772
2	3	1.660671
2	3	24.937514
1	3	4.137801
1	3	24.628467
2	1	16.818529
2	3	14.983637
2	2	10.84782
2	3	12.770769
2	3	5.659037
1	2	78.243375
2	3	28.606476
1	3	5.763969
1	3	411.150105
2	1	0.650154
2	3	660.908452
2	3	2.488464
2	3	9.940709
2	3	6.900879
2	3	562.848347
2	3	403.270593
2	3	25.866533
1	2	127.194888
1	2	47.227166
1	3	16.149573
2	3	10.560817
1	3	39.753648
1	2	17.676304
1	3	6.876599
2	3	201.602997
2	2	13.386138
2	3	3.44064
1	3	237.679141
1	3	375.748068
1	2	432.349136
2	3	43.054397
1	3	155.58199
2	3	38.125316
1	1	530.173
1	2	925.74478
1	2	462.479479
1	3	98.693675
1	3	24.951168
2	3	83.236521
2	3	1.722131
2	2	9.820093
1	3	517.087531
1	3	379.026435
2	3	65.87629
2	2	3.887462
2	3	2.846047
1	2	43.411466
2	3	8.288533
2	3	69.914218
2	3	156.962763
1	3	21.01539
1	2	22.329424
1	3	30.059032
1	3	432.615005
2	3	0.92749
2	3	38.304845
2	3	15.446817
2	3	70.465971
1	1	85.570396
2	3	10.15505
2	2	13.55704
1	3	660.908452
2	2	233.727103
2	2	44.046833
2	3	187.205745
2	3	4.194733
2	3	0.808729
2	3	22.353436
1	3	2.58851
1	2	12.369886
1	3	6.047741
2	3	106.840405
2	3	25.941145
2	3	2.353088
2	2	0.98227
2	3	4.137585
1	3	47.186769
2	3	14.124786
2	3	32.676363
2	3	0.960771
2	3	3.48475
2	3	14.230779
2	3	8.294823
2	3	0.865308
2	2	9.336402
2	3	12.478178
2	3	1.568874
2	3	925.74478
2	2	561.504309
1	3	39.354524
2	3	10.429159
1	2	501.469474
1	3	406.433323
2	3	59.016582
2	3	34.126242
1	3	37.445143
2	3	11.53797
2	3	12.359659
1	3	2.98066
2	3	12.270926
1	1	88.578308
2	3	379.026435
2	3	1.651427
2	3	25.646939
2	3	13.717251
1	3	8.591799
2	3	32.359673
2	3	48.209327
2	3	11.01689
2	3	77.291086
2	3	23.458437
2	3	15.567474
2	3	13.649105
1	3	71.108509
2	3	4.138512
2	3	114.808704
2	3	0.631157
2	3	37.452337
2	3	105.609048
2	3	0.888861
2	3	2.214565
2	3	187.205745
2	3	7.458067
1	3	152.979905
1	2	105.609048
2	3	8.472176
1	3	21.01539
1	3	1.980256
2	3	17.845632
1	3	14.765902
1	2	79.73893
1	1	501.469474
1	3	154.232764
1	2	13.81742
1	2	90.793554
1	3	90.793554
1	3	45.264946
1	1	124.508512
1	3	45.674181
2	2	201.79369
1	3	310.901477
1	3	38.650664
2	3	1.596842
1	3	43.021297
2	3	6.692062
1	3	432.349136
1	3	30.46938
1	3	18.885871
2	2	13.033002
2	3	64.906003
1	2	10.706577
2	3	24.189728
1	3	13.319425
2	3	6.304356
2	3	7.788708
2	3	30.923664
1	2	23.481478
1	3	24.2985
2	2	11.799041
1	2	39.241949
2	3	22.329424
2	3	6.201745
2	2	39.241949
2	2	15.509288
2	3	6.0855
2	3	3.357171
1	2	14.249851
2	3	12.957492
2	2	16.176294
1	2	432.615005
2	3	2.909257
2	3	0.70771
1	3	27.084841
1	3	14.381027
2	3	13.65012
1	3	38.304845
2	3	15.211948
2	3	1.213647
1	3	17.674978
2	3	8.308762
2	3	2.595285
2	3	1.623684
2	2	47.763328
1	3	3.696272
1	3	23.051961
1	3	44.537346
1	3	3.852023
2	3	45.697514
1	2	527.76084
2	3	16.743505
2	3	7.862186
2	3	70.465971
1	3	301.796102
1	3	47.186769
2	3	3.761622
2	3	187.205745
2	3	2.323798
2	3	38.839538
2	1	2.604695
2	3	0.848787
1	2	48.640819
2	3	15.509288
1	3	26.26374
2	2	44.934868
2	3	10.590592
2	3	360.508066
2	3	5.309286
2	3	1.259594
2	3	28.611934
2	3	28.611934
2	2	0.639465
2	3	1.594973
2	2	5.073738
1	3	49.350045
2	3	16.634716
2	3	5.805592
2	3	39.65554
1	3	4.158006
1	2	93.488492
1	1	959.079073
2	3	72.293456
2	3	10.138825
1	3	4.974131
2	3	4.51233
2	3	3.950732
2	3	63.95143
2	3	7.122307
1	2	58.084631
1	2	20.11898
2	3	11.959186
1	3	5.057971
1	3	11.799041
2	2	0.08689
2	3	9.413266
2	3	3.044099
2	3	12.375436
2	3	4.194733
2	3	61.52862
1	3	29.451178
2	3	39.241949
1	3	9.491179
2	3	33.571724
1	3	43.054397
1	3	11.880404
2	3	7.29213
2	3	433.909694
2	2	7.275932
2	3	10.091384
1	1	24.70994
1	1	28.85134
2	2	1.568874
1	3	734.717457
2	3	152.979905
2	3	187.205745
1	2	140.890765
1	3	112.660324
1	3	20.200767
2	3	152.979905
2	3	3.433421
1	2	680.490601
2	3	14.138226
2	3	310.901477
2	3	6.438058
2	3	30.307211
1	2	132.392532
1	1	1915.281148
1	2	517.087531
1	1	226.031388
2	3	234.761418
1	3	483.997633
1	3	879.718621
1	3	1149.477267
1	2	493.920681
1	3	7.817419
1	3	528.263363
2	3	0.406096
2	2	3.030438
2	3	6.493966
2	3	3.493
2	3	66.301847
2	3	2.916863
2	3	1.037075
1	2	4.18412
2	3	27.143375
2	3	1.1
2	3	1.580687
1	2	5.753042
1	3	2.053812
2	3	11.283968
2	2	10.442029
2	3	4.341585
1	3	493.920681
1	2	46.148037
2	3	6.870732
2	2	3.556726
2	3	5.898439
1	2	528.263363
1	3	103.424814
2	2	11.565184
2	3	1.679725
1	3	66.290151
2	3	15.812666
2	3	23.406521
2	3	0.260546
2	3	2.452
2	3	4.636604
2	3	7.306102
1	3	112.660324
2	3	6.049129
1	1	271.346703
2	3	2.414258
2	2	33.048065
2	1	95.091231
2	3	12.098777
1	3	15.129807
1	2	3.112844
2	3	0.58
2	3	6.391366
1	3	49.505264
2	3	112.660324
1	3	432.349136
1	3	432.349136
1	2	24.889003
2	3	21.844431
2	3	2.095364
2	3	2.947167
2	2	3.28622
2	3	2.414258
2	2	19.741131
2	3	1.073956
2	3	4.448286
2	3	5.309609
1	3	87.298206
2	3	3.44064
2	1	4.281517
2	3	26.26374
2	3	30.193544
1	3	2.604695
2	3	3.136853
1	3	680.490601
2	3	22.18
2	3	49.895751
2	3	0.858546
1	2	173.087832
2	3	2.233216
2	3	5.0121
1	3	112.660324
2	3	11.402728
1	3	127.981
1	2	24.413613
1	3	5.659037
1	2	155.58199
1	3	1347.250035
2	1	5.073738
1	3	13.991677
2	3	12.136868
2	2	19.977943
1	2	13.613657
2	3	3.319043
1	3	28.815631
2	3	3.600699
1	3	0.425326
2	3	5.548541
2	3	1.191329
2	3	2.600418
2	3	6.594727
1	3	21.908018
2	2	5.529312
1	2	247.707318
2	2	0.326739
2	3	155.58199
2	3	0.475904
1	2	29.107005
2	3	0.864413
1	2	56.837772
1	3	21.987236
1	3	93.488492
2	3	18.413038
2	3	12.119339
2	3	3.449359
2	3	12.559593
1	2	13.710611
2	1	39.241949
2	3	2.121963
2	3	14.711598
2	3	8.088758
2	3	0.705626
2	3	5.155332
2	3	0.47123
2	3	6.680132
2	3	1.210921
2	2	5.070549
1	3	14.196951
1	3	269.023937
2	3	0.883198
2	1	0.253161
1	3	4.341585
2	3	5.483974
2	3	0.710706
1	2	10.9273
2	3	1.184527
2	3	2.050488
2	3	1.762786
2	3	20.243697
2	3	6.687787
2	3	2.111544
2	3	3.655544
2	3	4.573746
2	2	7.764515
2	3	0.851555
2	1	10.094858
2	3	2.215456
2	3	19.058065
2	2	1.63405
1	3	37.293925
1	2	1.509574
1	3	6.093477
2	3	21.844431
2	3	6.314319
2	3	4.298896
1	3	3.07382
2	3	0.248342
1	3	3.342946
1	2	56.837772
1	3	17.563149
1	3	19.500577
2	2	9.192829
2	3	12.825544
1	3	5.434022
2	2	45.697514
2	3	1.101106
2	3	3.969616
2	2	4.574973
1	3	141.159032
1	3	1.206349
2	2	11.97
1	3	29.144281
2	3	7.850906
2	2	1.359721
1	2	48.072447
2	3	6.594727
2	3	5.126066
2	3	4.341585
1	3	155.58199
2	3	4.419698
2	3	1.216003
2	3	0.763949
1	3	1.145966
2	3	1.184873
2	3	4.439778
2	1	0.939606
2	3	21.214653
2	3	8.918337
2	3	5.536369
2	3	1.685304
1	3	6.788859
2	3	2.320779
2	3	8.855759
2	3	10.741761
1	3	6.674781
2	3	9.278541
2	3	4.166978
1	3	10.722853
1	2	0.265281
2	3	2.183841
2	3	1.73722
2	3	190.093842
2	3	1.150509
2	3	0.572456
2	2	0.3129
1	2	2.773029
2	2	32.972986
2	2	2.307
2	3	14.070292
2	3	5.156443
2	3	2.14281
2	3	6.550954
2	3	1.889294
2	3	8.815917
2	2	31.53369
2	2	18.746596
2	3	0.513652
2	3	879.718621
1	2	241.223649
1	3	13.65012
2	2	0.732362
2	3	0.660698
1	3	1.103279
2	3	2.046305
2	3	1.280905
1	3	1.098105
2	3	4.150901
2	3	1.422304
2	2	0.639465
2	2	3.809325
2	2	1.507458
2	3	8.586007
2	3	28.91656
1	2	3.344421
2	3	1.35904
2	3	1.250687
1	3	302.029924
2	1	2.917096
2	3	1.351597
2	3	4.595914
1	2	2.981
2	2	15.620649
2	3	22.568542
2	3	0.521236
2	3	14.174066
2	3	3.938682
2	3	60.922253
2	3	2.043438
2	3	1.692356
2	3	7.097846
2	2	2.825614
2	3	3.195034
2	1	1.198544
2	3	0.78915
1	3	7.634747
2	3	739.40975
2	2	5.073907
2	3	0.947792
2	3	0.938764
1	3	14.675948
1	3	1.751388
2	3	14.430351
2	3	0.438937
2	3	1.504856
2	3	2.269061
2	2	1.580687
2	3	0.966125
2	3	11.750581
2	3	0.339578
2	3	30.658647
2	3	3.094141
2	3	0.652777
1	3	58.742516
2	3	11.799041
2	3	90.793554
2	3	5.943514
2	3	61.52862
2	3	5.064442
2	3	187.205745
2	2	1.732344
2	3	22.764285
2	2	11.880404
2	3	0.703383
2	3	2.673127
2	3	2.648218
2	3	6.179678
2	1	4.624027
2	3	105.389687
2	3	6.31166
2	3	0.718256
2	3	2.313139
2	3	7.969722
1	3	39.241949
1	3	32.091992
2	3	0.81383
2	3	22.153129
2	3	237.679141
2	3	108.853079
1	3	61.52862
1	3	190.093842
1	2	189.207458
2	1	22.83418
2	3	4.932813
2	2	2.238877
2	3	4.764191
2	3	7.570788
2	3	1.50374
2	3	2.531765
2	3	0.582358
2	3	11.866122
2	3	1.443882
2	3	80.221438
2	3	8.492414
2	3	2.989653
1	2	173.715822
2	3	2.198214
1	3	14.598136
2	3	49.500743
2	3	56.9753
2	1	11.636486
2	3	1.525465
2	3	1.548978
2	2	2.516472
2	3	164.444806
2	3	11.026373
2	3	23.725791
2	2	9.055429
2	3	0.881629
2	3	3.84256
1	2	8.74838
1	3	29.460322
2	3	19.811771
1	3	126.29169
2	3	3.081002
2	3	3.238155
2	3	0.843423
2	3	0.075812
2	3	1.384247
2	3	10.926163
1	3	0.29261
2	3	0.546936
2	3	3.825223
2	3	88.399323
2	3	92.624725
2	3	8.093302
1	3	11.799041
2	3	4.092006
2	3	1.008817
2	3	0.3677
2	3	1.731139
2	3	2.202221
2	3	147.647416
2	3	3.433421
2	3	1.96152
2	3	0.844756
2	3	5.537734
1	3	49.350045
2	3	2.388253
2	3	5.32073
1	3	12.519473
1	3	100.918099
2	3	320.181909
2	3	5.13178
2	3	30.293917
2	2	1.118
2	3	7.003786
2	3	146.454005
2	3	2.666054
2	3	3.903362
2	3	7.03727
1	1	13.729878
2	3	3.727807
1	3	6.755595
2	3	3.034755
2	3	2.877267
1	3	13.554719
2	3	5.890646
2	3	3.937188
2	3	10.42658
2	2	1.532762
2	2	9.845403
1	3	432.349136
2	3	4.505383
2	3	0.956069
2	2	0.853181
2	3	6.214297
2	3	7.701748
2	3	18.835976
2	3	6.176471
2	3	26.064164
1	1	16.762909
2	3	3.227
2	3	187.205745
1	3	64.511173
2	3	1.831567
1	2	28.495277
1	3	62.409563
2	3	1.25
1	2	8.60313
2	3	25.646939
1	3	6.517963
2	3	0.846766
1	3	7.151098
2	3	4.0535
1	3	1.792543
2	3	1.389855
2	3	1.197535
2	1	0.518605
2	3	26.26374
2	3	1.605928
1	2	0.488517
2	3	2.279201
1	3	7.606313
2	3	45.498306
2	3	7.953858
2	1	10.291078
2	2	24.471457
2	3	14.38924
2	3	24.601281
1	1	421.613261
1	3	61.391563
1	3	23.481478
1	3	26.569807
2	1	660.908452
1	2	78.243375
1	2	5.491798
2	3	5.5545
2	3	3.871521
2	3	41.077141
1	3	9.1408
2	3	3.721756
2	3	45.697514
2	3	11.01689
2	3	1.529141
2	3	13.3831
2	2	0.263091
2	3	1.048078
2	3	2.580376
2	3	34.372952
2	3	6.291183
1	3	10.856966
1	3	6.971513
2	3	34.177942
1	3	7.582397
1	3	15.857722
2	2	26.870232
1	2	26.604673
2	3	2.367577
1	3	10.039415
1	3	4.62332
1	3	2.22903
2	3	1.382209
2	3	1.143818
2	3	0.691358
1	3	3.783152
1	3	22.700879
2	3	13.153963
2	3	0.584625
2	3	2.451036
2	3	2.005269
2	3	4.322689
1	3	0.796782
2	3	7.55151
2	3	0.635658
2	3	4.547411
1	3	455.248938
1	3	4.37628
2	3	10.968465
1	2	9.566878
2	2	1.792543
1	3	14.376993
2	3	3.493513
1	3	20.231996
1	3	660.908452
1	3	43.409775
2	2	0.499397
2	3	2.313139
2	3	6.908397
2	3	1.793934
2	2	462.479479
2	3	1.075406
2	3	0.57981
2	1	11.33156
2	3	1.436585
2	3	2.174326
2	2	2.03448
2	3	15.15279
1	3	3.287152
2	3	1.993984
2	3	12.551206
2	3	11.569067
2	3	1.072257
2	3	17.420552
2	2	3.526727
2	1	11.181091
2	3	7.587948
2	3	0.040437
1	2	2.828805
1	2	4.863398
1	3	1.991993
2	3	0.513924
1	3	2.441042
2	3	6.739303
1	2	13.638307
2	3	8.355979
1	3	39.241949
2	2	1.732965
2	3	4.85153
1	3	1.169043
2	3	1.475962
2	3	18.29788
2	3	4.805458
1	3	0.904846
2	3	1.193647
2	1	0.855151
2	1	45.697514
2	2	2.808643
1	3	5.594475
1	2	13.983659
1	3	0.112854
2	2	4.092006
1	2	9.574392
2	3	1.24115
2	3	7.634747
1	3	6.231216
2	3	2.653151
2	3	0.281928
2	2	3.138511
1	3	0.689779
2	3	2.122049
2	3	0.55545
1	2	4.637531
2	3	3.944538
1	3	18.188402
2	3	1.607346
2	3	3.154281
1	3	0.274311
2	3	1.048563
2	2	26.26374
1	3	1.594327
2	2	3118.847124
1	3	32.974573
2	3	0.427236
1	3	15.745839
1	2	96.880861
2	2	110.630047
1	1	3.761622
2	3	63.648596
1	3	12.469735
1	2	19.236971
2	3	14.979293
1	2	914.027037
2	3	1.125989
2	3	2.010588
2	3	4.296021
2	3	4.524481
2	3	4.695198
2	3	1.030801
2	3	269.815755
2	3	1.817827
2	3	2.056637
2	3	3.79752
2	3	4.636604
2	3	80.326047
2	3	0.49905
2	3	156.962763
2	3	19.392841
2	3	1.790718
2	3	1.24738
2	3	1.9105
2	2	3.422528
2	3	4.934151
2	3	25.646939
2	3	7.165517
2	3	7.397792
2	3	13.943226
2	2	1.406963
2	3	3.459686
2	3	18.932992
2	3	0.948681
2	3	0.972143
2	3	1.303479
2	3	1.008218
2	3	2.754674
2	3	1.873638
2	3	1.581283
2	3	10.15505
2	3	1.224172
2	3	2.090589
2	3	0.232754
2	3	0.772908
2	3	1.109117
2	3	16.825186
2	3	0.523199
2	3	1.373162
2	3	1.323824
2	3	5.134607
2	3	8.472276
2	2	0.264319
2	3	18.933325
2	2	102.232633
2	3	0.29261
2	3	10.509545
2	3	4.178319
2	3	2.73253
2	3	1.51206
2	3	0.781483
2	3	2.39072
2	3	2.309423
2	3	8.030077
2	3	1.110995
2	3	1.817827
2	3	0.639465
2	2	0.7929
2	3	6.302912
2	3	0.060687
2	3	5.983145
1	2	0.413792
2	3	1.683102
2	3	7.634747
2	3	3.542231
2	3	3.969616
2	3	0.072421
2	3	3.954755
2	3	4.194733
2	3	5.135985
2	3	2.109248
2	3	1.41088
2	3	1.396128
2	2	1.462206
2	3	9.669822
1	3	2.947843
2	3	3.907234
2	2	2.600418
2	2	6.987043
2	3	34.140867
2	3	1.952808
1	3	3.701131
1	1	98.152153
2	3	8.075695
2	3	6.128729
1	3	4.237354
1	3	54.398136
1	3	10.953276
2	3	1.329774
2	3	0.925119
2	3	2.253171
2	3	0.937487
2	3	1.18909
2	3	2.331766
2	3	1.730853
2	1	11.33156
2	3	0.68023
2	3	0.650805
2	2	3.129549
2	3	8.778251
2	3	15.841943
2	3	0.93326
2	3	1.857592
2	3	1.767881
1	3	1.618588
2	3	10.298194
2	3	2.009883
2	3	2.400266
2	3	1.618588
2	2	2.936334
1	3	4.106848
2	2	1.614085
2	3	5.919579
2	3	0.466457
2	3	0.013784
2	3	0.610607
2	3	24.413613
2	3	2.524491
2	3	2.397827
2	3	3.733093
2	2	4.194733
2	3	15.857722
2	2	0.855837
2	3	6.754772
2	3	6.298321
2	3	10.152073
2	3	12.580377
2	3	0.772908
2	2	2.636966
2	3	7.971542
1	2	2.84414
1	2	13.386138
1	2	10.369369
1	2	7.097846
1	3	2.438789
2	3	1.146328
1	3	21.342824
2	3	2.703217
2	3	0.339622
1	3	1.970979
2	3	0.764712
2	3	1.328845
2	1	19.459479
2	1	30.78385
2	3	2.213983
2	3	0.35
2	3	2.878498
2	3	4.913659
2	3	2.325909
2	3	1.221036
2	2	322.913682
1	3	322.913682
2	3	1.083672
2	3	1.295687
2	3	0.635633
2	3	95.992804
1	3	5.218
2	3	1.265567
1	3	9.174456
2	3	1.148954
2	3	5.647537
2	3	2.152163
2	3	0.769007
2	3	18.575438
1	2	432.349136
2	3	1.207818
2	3	3.933604
2	3	2.313139
2	3	9.77287
2	2	2.479911
2	3	12.578186
2	3	1.786557
2	2	8.959004
2	3	20.920567
1	3	1.284519
2	3	2.701106
1	3	2.09423
2	2	25.646939
2	1	4.587582
2	3	1.559838
2	3	4.848407
2	3	9.200173
2	3	0.84948
2	3	7.674032
2	3	3.805709
2	3	0.832286
2	3	0.529674
1	3	3.772171
2	3	2.68904
2	3	3.828
2	3	1.162282
2	3	0.607719
2	3	8.825041
2	3	2.451354
2	3	2.751621
2	3	7.899899
1	3	0.934545
2	3	1.622956
2	3	0.66692
2	3	2.907032
2	3	4.608625
2	3	3.508066
1	3	9.076328
2	3	0.957424
2	3	4.032
2	3	28.860536
2	3	1.056613
2	2	1.9263
1	3	4.203658
2	3	8.640013
2	2	1.342597
2	3	11.069568
1	1	15.075558
1	2	3844.11517
2	3	3.110988
2	2	3.484827
2	3	0.258777
1	3	5.002
2	3	3.0378
1	1	1.925842
2	3	1.881735
2	3	1.779341
1	3	6.844745
2	3	2.762416
1	2	85.570396
2	3	2.065105
2	2	187.205745
2	1	226.031388
2	3	360.508066
2	3	105.609048
2	3	4.467465
2	3	0.614717
2	2	2.839729
2	3	8.238599
2	1	13.598036
2	3	2.400702
2	3	1.792543
2	3	4.619543
2	3	3.744
1	2	119.990149
1	3	3.667002
2	3	17.24012
2	2	6.409584
2	3	2.518197
2	2	4.527813
2	2	4.063234
2	3	3.296704
2	3	1.284067
1	3	1.756058
2	3	0.3487
2	3	739.40975
2	2	8.778251
1	2	5.81845
2	3	3.341511
2	3	6.577636
2	3	0.59318
1	3	15.962073
2	2	109.410155
2	3	0.806836
2	3	7.250454
2	3	2.198214
2	3	0.876529
2	3	2.207416
2	3	5505.89833
2	3	341.007705
1	3	46.837006
2	3	0.517
2	3	2.104544
2	3	2.744778
1	3	0.388716
2	3	14.896865
2	3	0.128972
2	2	0.653707
2	3	4.621245
2	3	1.054984
2	3	3.25505
2	3	0.574992
2	3	2523.453336
2	3	0.70771
2	3	1.522235
2	1	2.743499
2	1	1.171485
2	3	2.419052
2	3	9.308846
2	2	2.3494
2	3	7.048227
2	3	10.393681
1	3	322.913682
2	3	0.50345
2	2	1.92638
2	3	1.022057
2	3	6.856488
2	2	0.851357
2	3	1.530328
2	3	0.785932
2	3	7.86036
2	3	1.924001
1	3	4.853936
2	3	6.954556
1	3	26.995695
1	3	1.384444
2	3	1.321882
2	3	3.436591
2	2	0.942065
2	2	3.395211
2	2	2.37576
2	3	1.416827
2	3	3.517814
1	3	10.857449
2	3	16.587082
2	3	15.630864
2	3	0.545028
2	3	2.263907
2	3	2.151416
2	3	2.137644
2	1	3.413744
2	3	5.959998
2	3	0.274386
2	3	27.257673
2	3	3844.11517
2	3	6.190981
2	3	25.112822
2	3	2.595762
2	3	9.87117
1	2	4.468991
2	3	0.71542
2	3	2.973493
2	3	3.433421
2	3	5.24098
2	3	276.837223
1	3	1.055648
2	3	0.502543
2	3	2.63684
2	2	2.329094
2	3	4.895513
2	1	1.507584
2	3	0.624707
2	3	8.129116
2	3	1.278
2	3	1.69835
2	2	10.068645
1	3	6.479944
2	3	0.980528
1	3	6.465376
2	3	0.634417
2	3	0.430796
2	3	2.498435
2	3	28.70615
2	2	0.67625
2	3	0.531658
2	3	2.12048
1	2	2.080835
2	3	6.739303
1	3	49.350045
2	3	0.74
1	3	1.859701
2	3	6.739303
2	2	0.163455
2	3	3.099856
2	3	1.000337
2	3	2.005044
2	3	12.26
